id,t,size,duration,p_j,g_j,lr_j,p_wap,p_wag,n_j,p_sen,p_fem,lr_ij_sd
no.RV,1993,169,5,RV,0,0.4,1,0,1,0,0,2.0728402414722336
no.SP,1993,169,5,SP,0,4.7,0.22105263157894736,0,18,0.6666666666666666,0.5,1.1692378359927964
no.SP,2001,169,5,SP,0,4.7,0.054945054945054944,0.01098901098901099,13,0.6923076923076923,0.46153846153846156,0.9897812763550979
no.SP,2005,169,5,SP,1,4.7,0,0,2,1,0.5,0
no.SP,2009,169,5,SP,1,4.7,0,0,1,1,1,0
no.SP,2013,169,3,SP,0,4.7,0.0875,0.05,10,0.8,0.7,0.49634704553405945
no.SV,1993,169,5,SV,0,1.6,0.14925373134328357,0,12,0.8333333333333334,0.4166666666666667,1.4250279952457225
no.SV,2001,169,5,SV,0,1.6,0.19696969696969696,0.07575757575757576,21,0.47619047619047616,0.5238095238095238,1.946175062203347
no.SV,2005,169,5,SV,1,1.6,0.5161290322580645,0.4838709677419355,2,1,1,2.625322887082256
no.SV,2009,169,5,SV,1,1.6,0.625,0.5625,4,0.75,0.5,2.471322702003099
no.SV,2013,169,3,SV,0,1.6,0.3644859813084112,0.08411214953271028,9,1,0.4444444444444444,1.6040927767319557
no.V,1993,169,5,V,0,5.1,1,0,1,0,0,0
no.V,2001,169,5,V,1,5.1,0,0,2,1,0.5,0
no.V,2005,169,5,V,0,5.1,0.09322033898305085,0,9,0.5555555555555556,0.3333333333333333,1.0157340627716047
no.V,2009,169,5,V,0,5.1,0.4585987261146497,0.05732484076433121,9,0.8888888888888888,0.3333333333333333,2.2951894773290737
no.V,2013,169,3,V,1,5.1,0.16981132075471697,0.1320754716981132,9,0.5555555555555556,0.3333333333333333,1.141766710724856
pt.BE,1999,230,4,BE,0,1.6,0,0,4,0,0.25,0
pt.BE,2002,230,4,BE,0,1.6,0,0,6,0.3333333333333333,0.3333333333333333,0
pt.BE,2005,230,5,BE,0,1.6,0,0,12,0.4166666666666667,0.3333333333333333,0
pt.BE,2009,230,3,BE,0,1.6,0.00315884476534296,9.025270758122744e-4,16,0.5625,0.3125,0.6053979115422639
pt.BE,2011,230,5,BE,0,1.6,0,0,12,0.9166666666666666,0.5,0
pt.CDS-PP,1991,230,5,CDS-PP,0,8,0.1,0.1,6,0,0.16666666666666666,0.6852919086053768
pt.CDS-PP,1995,230,5,CDS-PP,0,8,0.04451038575667656,0.020771513353115726,9,0,0.2222222222222222,1.4226132232051985
pt.CDS-PP,1999,230,4,CDS-PP,0,8,0,0,10,0.4,0.2,0
pt.CDS-PP,2002,230,4,CDS-PP,1,8,0.05084745762711865,0,10,0.7,0.2,0.6037363831232272
pt.CDS-PP,2005,230,5,CDS-PP,0,8,0.001697792869269949,0,8,0.75,0,0.25625038710762843
pt.CDS-PP,2009,230,3,CDS-PP,0,8,0,0,3,1,0.3333333333333333,0
pt.CDS-PP,2011,230,5,CDS-PP,1,8,0.13142857142857142,0,3,1,0.3333333333333333,0.7465760446361583
pt.PCP,1991,230,5,PCP,0,2.2,0.006418485237483954,0.005134788189987163,19,0,0.15789473684210525,0.5939437942846366
pt.PCP,1995,230,5,PCP,0,2.2,0.005578800557880056,0.001394700139470014,12,0.5833333333333334,0.16666666666666666,0.6559817758274054
pt.PCP,1999,230,4,PCP,0,2.2,0,0,14,0.7142857142857143,0.2857142857142857,0
pt.PCP,2002,230,4,PCP,0,2.2,0,0,8,1,0.25,0
pt.PCP,2005,230,5,PCP,0,2.2,0,0,14,0.5714285714285714,0.14285714285714285,0
pt.PCP,2009,230,3,PCP,0,2.2,0.001444043321299639,0,13,0.7692307692307693,0.15384615384615385,0.060438340398644215
pt.PCP,2011,230,5,PCP,0,2.2,0,0,18,0.6666666666666666,0.3333333333333333,0
pt.PEV,1991,230,5,PEV,0,1.7,0.08333333333333333,0,2,0,0.5,0.28867513459481303
pt.PEV,1995,230,5,PEV,0,1.7,0,0,2,1,1,0
pt.PEV,1999,230,4,PEV,0,1.7,0,0,2,1,1,0
pt.PEV,2002,230,4,PEV,0,1.7,0,0,3,0.6666666666666666,0.6666666666666666,0
pt.PEV,2005,230,5,PEV,0,1.7,0,0,3,1,0.3333333333333333,0
pt.PEV,2009,230,3,PEV,0,1.7,0,0,2,1,0.5,0
pt.PEV,2011,230,5,PEV,0,1.7,0,0,2,1,0.5,0
pt.PS,1991,230,5,PS,0,4,0.023928215353938187,0.009970089730807577,47,0,0.14893617021276595,0.5331805706540045
pt.PS,1995,230,5,PS,1,4,0.04250797024442083,0.04250797024442083,60,0.26666666666666666,0.06666666666666667,0.6603923058520235
pt.PS,1999,230,4,PS,1,4,0.042105263157894736,0.042105263157894736,58,0.5862068965517241,0.1896551724137931,0.5952863042232199
pt.PS,2002,230,4,PS,0,4,0.007122507122507123,0.007122507122507123,39,0.8717948717948718,0.23076923076923078,0.31037981281575416
pt.PS,2005,230,5,PS,1,4,0.07764390896921017,0.07764390896921017,41,0.4634146341463415,0.34146341463414637,0.8885648285229172
pt.PS,2009,230,3,PS,1,4,0.10610932475884244,0.10610932475884244,19,0.7368421052631579,0.10526315789473684,1.0653973085440722
pt.PS,2011,230,5,PS,0,4,0.004437869822485207,0.0036982248520710057,41,0.8048780487804879,0.2682926829268293,0.24819861858564993
pt.PSD,1991,230,5,PSD,1,6.3,0.11444141689373297,0.11444141689373297,40,0,0.1,1.1042284027583678
pt.PSD,1995,230,5,PSD,0,6.3,0.0364963503649635,0.01897810218978102,49,0.5918367346938775,0.061224489795918366,0.7503556615788315
pt.PSD,1999,230,4,PSD,0,6.3,0.00847457627118644,0.00211864406779661,39,0.6410256410256411,0.05128205128205128,0.3471666821281639
pt.PSD,2002,230,4,PSD,1,6.3,0.1408,0.0512,39,0.5128205128205128,0.10256410256410256,1.203624863288591
pt.PSD,2005,230,5,PSD,0,6.3,0.002352941176470588,0,27,0.8518518518518519,0,0.10883134794296159
pt.PSD,2009,230,3,PSD,0,6.3,0.04047619047619048,0.02619047619047619,21,0.7142857142857143,0.14285714285714285,0.5410205894291589
pt.PSD,2011,230,5,PSD,1,6.3,0.33573141486810554,0.07194244604316546,20,0.75,0.1,1.427267436783806
ro_ca.PD-L,1996,412,5,PD-L,1,5.4,0.35802469135802467,0.04938271604938271,17,0.5882352941176471,0,0.8155289811072781
ro_ca.PER,1996,412,5,PER,0,2.6,0.9473684210526315,0.7368421052631579,3,0.3333333333333333,0,1.1883203537589915
ro_ca.PNL,1996,412,5,PNL,1,6.1,0.8023255813953488,0.08139534883720931,7,0.2857142857142857,0,0.7643299655165937
ro_ca.PNTCD,1996,412,5,PNTCD,1,5.5,0.5186046511627908,0.06744186046511629,33,0.3333333333333333,0,0.9049642336996537
ro_ca.PRM,1996,412,5,PRM,0,6.7,0,0,2,0,0.5,0
ro_ca.PSD,1996,412,5,PSD,1,3.2,0.18604651162790697,0.06201550387596899,34,0.38235294117647056,0.14705882352941177,1.1482148979389277
ro_ca.PUNR,1996,412,5,PUNR,0,5.6,0,0,3,0.6666666666666666,0,0
ro_ca.UDMR,1996,412,5,UDMR,1,6,0,0,5,0.8,0,0
ro_se.PD-L,1996,176,5,PD-L,1,5.4,0.46153846153846156,0.07692307692307693,4,0,0,0.33412028318610565
ro_se.PER,1996,176,5,PER,0,2.6,1,1,1,0,0,1.1309288218097546
ro_se.PNL,1996,176,5,PNL,1,6.1,0.3888888888888889,0.05555555555555555,8,0.125,0,1.06990860988102
ro_se.PNTCD,1996,176,5,PNTCD,1,5.5,0.8682170542635659,0.05426356589147287,14,0.2857142857142857,0,1.2830576144917512
ro_se.PRM,1996,176,5,PRM,0,6.7,0,0,2,0.5,0,0
ro_se.PSD,1996,176,5,PSD,1,3.2,0.38095238095238093,0.09523809523809523,12,0.5833333333333334,0.08333333333333333,1.469471899065028
se.C,1988,349,4,C,0,5.8,0.09404548939432661,0.042422693585484283,40,0.85,0.35,1.2318581841184144
se.C,1991,349,4,C,1,5.8,0.3678373382624769,0.11182994454713494,31,0.8387096774193549,0.41935483870967744,1.2462989824824768
se.C,1994,349,5,C,0,5.8,0.1148846960167715,0.0129979035639413,30,0.7333333333333333,0.43333333333333335,1.2778777089165652
se.C,1998,349,5,C,0,5.8,0.12689604143544211,0.0059193488716241215,18,0.6111111111111112,0.5555555555555556,1.3843147207128126
se.C,2002,349,5,C,0,5.8,0.11643835616438356,0.0015806111696522655,25,0.48,0.48,1.1124462524932162
se.C,2006,349,5,C,1,5.8,0.26099706744868034,0.04105571847507331,26,0.5769230769230769,0.4230769230769231,1.0653880398898068
se.C,2010,349,5,C,1,5.8,0.07207207207207207,0.009009009009009009,25,0.6,0.36,0.5255346155273384
se.C,2014,349,2,C,0,5.8,0.08721804511278196,0,24,0.875,0.375,0.5266926646636958
se.FP,1988,349,4,FP,0,6.3,0.044191714053614946,0.002437043054427295,44,0.8863636363636364,0.4090909090909091,1.005925847599651
se.FP,1991,349,4,FP,1,6.3,0.40152963671128106,0.10325047801147227,33,0.7878787878787878,0.3333333333333333,1.3210009639298625
se.FP,1994,349,5,FP,0,6.3,0.2036736898973528,0.01242571582928147,28,0.7857142857142857,0.39285714285714285,1.3395641772685674
se.FP,1998,349,5,FP,0,6.3,0.30311017395888246,0.010015814443858724,20,0.5,0.45,1.5248792054766247
se.FP,2002,349,5,FP,0,6.3,0.09500924214417746,0.0014787430683918669,48,0.3541666666666667,0.4791666666666667,0.9600019603659801
se.FP,2006,349,5,FP,1,6.3,0.21089808274470231,0.04641775983854692,28,0.8571428571428571,0.5357142857142857,1.316973712118972
se.FP,2010,349,5,FP,1,6.3,0.07317073170731707,0.013303769401330377,23,0.8260869565217391,0.4782608695652174,0.6364538525394136
se.FP,2014,349,2,FP,0,6.3,0.055408970976253295,0,22,0.6818181818181818,0.36363636363636365,0.2705593538984441
se.KD,1991,349,4,KD,1,7.2,0.41007194244604317,0.08393285371702638,26,0,0.2692307692307692,1.343867461611238
se.KD,1994,349,5,KD,0,7.2,0.08843830888697153,0.004314063848144953,18,0.7777777777777778,0.2777777777777778,1.3187102567980649
se.KD,1998,349,5,KD,0,7.2,0.07456084923543536,0.0011373688866422344,45,0.4888888888888889,0.4444444444444444,0.9529151895295465
se.KD,2002,349,5,KD,0,7.2,0.05260228221541887,2.7831895352073476e-4,34,0.7647058823529411,0.29411764705882354,1.0341651427064378
se.KD,2006,349,5,KD,1,7.2,0.35400516795865633,0.03875968992248062,25,0.72,0.44,0.9986559751758174
se.KD,2010,349,5,KD,1,7.2,0.1461794019933555,0.0033222591362126247,21,0.5714285714285714,0.38095238095238093,0.5481669711884208
se.KD,2014,349,2,KD,0,7.2,0.1475826972010178,0,17,0.7647058823529411,0.35294117647058826,0.3403242442633721
se.M,1988,349,4,M,0,7.9,0.04685702332392009,0.0036607049471812573,63,0.873015873015873,0.30158730158730157,1.255048720549292
se.M,1991,349,4,M,1,7.9,0.2937799043062201,0.05263157894736842,67,0.6716417910447762,0.26865671641791045,1.3138033634531736
se.M,1994,349,5,M,0,7.9,0.051698301698301696,0.0018731268731268732,84,0.7976190476190477,0.30952380952380953,1.0049381478950488
se.M,1998,349,5,M,0,7.9,0.056339427662957076,9.936406995230524e-4,83,0.7349397590361446,0.3253012048192771,1.0420262986507365
se.M,2002,349,5,M,0,7.9,0.08908093734419145,4.985873358816686e-4,60,0.6833333333333333,0.4,1.1218949430467893
se.M,2006,349,5,M,1,7.9,0.1193304535637149,0.017278617710583154,91,0.37362637362637363,0.43956043956043955,0.8607362208341512
se.M,2010,349,5,M,1,7.9,0.02447761194029851,0,93,0.6344086021505376,0.4731182795698925,0.31067569484132646
se.M,2014,349,2,M,0,7.9,0.11562350692785475,0,75,0.8533333333333334,0.5333333333333333,0.7134761580605518
se.MP,1988,349,4,MP,0,3.4,0.004336734693877551,2.5510204081632655e-4,24,0.041666666666666664,0.375,0.5198469527288005
se.MP,1991,349,4,MP,0,3.4,1,0,1,0,1,0
se.MP,1994,349,5,MP,0,3.4,0.02118513969910961,0.002456248081056187,20,0.3,0.65,0.8939522982842878
se.MP,1998,349,5,MP,0,3.4,0.08141420694129095,0.0029192345118391177,19,0.5789473684210527,0.5789473684210527,1.4359462039491113
se.MP,2002,349,5,MP,0,3.4,0.08879184861717612,0.002911208151382824,21,0.7142857142857143,0.6190476190476191,1.353843317446541
se.MP,2006,349,5,MP,0,3.4,0.033356024506466984,0.014295439074200136,21,0.42857142857142855,0.42857142857142855,0.9582460857572169
se.MP,2010,349,5,MP,0,3.4,0.005420054200542005,5.420054200542005e-4,27,0.5925925925925926,0.5185185185185185,0.29861417031772014
se.MP,2014,349,2,MP,1,3.4,0.007936507936507936,0.007936507936507936,21,0.47619047619047616,0.47619047619047616,0.32836033990193275
se.NYD,1991,349,4,NYD,0,9,6.798096532970768e-4,0,23,0,0.08695652173913043,0.39999999999999997
se.S,1988,349,4,S,1,3.4,0.090247173788082,0.090247173788082,163,0.803680981595092,0.4171779141104294,0.7546448025343104
se.S,1991,349,4,S,0,3.4,0.03022613627882678,0.016195238450630645,145,0.8758620689655172,0.4068965517241379,0.8142850591419248
se.S,1994,349,5,S,1,3.4,0.04490363600238426,0.04490363600238426,171,0.5672514619883041,0.4853801169590643,0.7333549278574778
se.S,1998,349,5,S,1,3.4,0.020276497695852536,0.020276497695852536,138,0.8405797101449275,0.4855072463768116,0.5885566948830087
se.S,2002,349,5,S,1,3.4,0.016951812902213155,0.016951812902213155,157,0.6878980891719745,0.49044585987261147,0.5135205119122693
se.S,2006,349,5,S,0,3.4,0.028376205787781352,0.001045016077170418,143,0.7692307692307693,0.48951048951048953,0.3177651180148854
se.S,2010,349,5,S,0,3.4,0.007506983240223464,0,119,0.7478991596638656,0.48739495798319327,0.1898326178530859
se.S,2014,349,2,S,1,3.4,0.002898550724637681,9.66183574879227e-4,107,0.6728971962616822,0.5046728971962616,0.11160145969718131
se.SD,2010,349,5,SD,0,8.7,0,0,22,0,0.18181818181818182,0
se.SD,2014,349,2,SD,0,8.7,0,0,44,0.38636363636363635,0.20454545454545456,0
se.V,1988,349,4,V,0,1.5,0.11519078473722102,0.10775137988960883,20,0.6,0.25,1.3953000192835319
se.V,1991,349,4,V,0,1.5,0.09523809523809523,0.019288728149487643,14,0.8571428571428571,0.21428571428571427,1.8581082126042345
se.V,1994,349,5,V,0,1.5,0.0502092050209205,0.006085964244960061,24,0.4166666666666667,0.4583333333333333,1.621857118275432
se.V,1998,349,5,V,0,1.5,0.07085628442663996,0.004506760140210316,40,0.45,0.375,1.5104760610739334
se.V,2002,349,5,V,0,1.5,0.035385704175513094,7.077140835102619e-4,28,0.8571428571428571,0.4642857142857143,1.5127461485465628
se.V,2006,349,5,V,0,1.5,0.029484536082474228,0.008453608247422681,23,0.43478260869565216,0.6521739130434783,1.464609570616889
se.V,2010,349,5,V,0,1.5,0.005737091544025941,0,21,0.6666666666666666,0.5714285714285714,0.4166158533707807
se.V,2014,349,2,V,0,1.5,0.0011890606420927466,0.0011890606420927466,21,0.6190476190476191,0.5714285714285714,0.15778641172210595
sk.ANO,1998,150,5,ANO,0,7.2,1,0.8571428571428571,1,0,0,2.1659705841558816
sk.HZDS,1998,150,5,HZDS,0,4.9,0.4153846153846154,0.26153846153846155,10,0.6,0,1.2276172144268882
sk.HZDS,2006,150,5,HZDS,1,4.9,0.5666666666666667,0,5,0.8,0,1.396318689394703
sk.KDH,1998,150,5,KDH,0,7.1,0.432258064516129,0.3870967741935484,6,0.5,0.16666666666666666,1.409844858798271
sk.KDH,2006,150,5,KDH,0,7.1,0.135678391959799,0.005025125628140704,10,0.9,0.1,0.3668289684082924
sk.KDH,2010,150,3,KDH,1,7.1,0.6216216216216216,0.10810810810810811,5,0.6,0.2,0.9416297927883689
sk.KDH,2012,150,4,KDH,0,7.1,0.17562724014336917,0.0035842293906810036,11,0.8181818181818182,0.09090909090909091,0.580514598334574
sk.MOST-HID,2010,150,3,MOST-HID,1,7.4,0.13333333333333333,0,3,0.6666666666666666,0,0.5241773600241667
sk.MOST-HID,2012,150,4,MOST-HID,0,7.4,0.2345679012345679,0,8,0.75,0,0.3325707717920761
sk.OLANO,2012,150,4,OLANO,0,7.4,0.03240058910162003,0.0029455081001472753,11,0.36363636363636365,0.18181818181818182,0.5746690614993383
sk.SAS,2010,150,3,SAS,1,6,0.13432835820895522,0,9,0,0.2222222222222222,0.5145656204778724
sk.SAS,2012,150,4,SAS,0,6,0.2807017543859649,0,8,1,0.125,0.6656136076241065
sk.SDKU-DS,1998,150,5,SDKU-DS,1,7.3,0.5078740157480315,0.2204724409448819,17,0.23529411764705882,0.058823529411764705,1.6769605872520925
sk.SDKU-DS,2006,150,5,SDKU-DS,0,7.3,0.15306122448979592,0.08163265306122448,19,0.5263157894736842,0.10526315789473684,0.9995792873484649
sk.SDKU-DS,2010,150,3,SDKU-DS,1,7.3,0.6415094339622641,0,11,0.6363636363636364,0.18181818181818182,0.5852684154005184
sk.SDKU-DS,2012,150,4,SDKU-DS,0,7.3,0.4140625,0,9,1,0.1111111111111111,0.4101543623871648
sk.SDL,1998,150,5,SDL,1,3.2,0.6176470588235294,0.1722689075630252,13,0,0.07692307692307693,1.8739327932119596
sk.SMER-SD,1998,150,5,SMER-SD,0,3.4,1,0.8205128205128205,3,0.3333333333333333,0,1.8721829412526012
sk.SMER-SD,2006,150,5,SMER-SD,1,3.4,0.25,0,22,0.36363636363636365,0.13636363636363635,1.3021514521188844
sk.SMER-SD,2010,150,3,SMER-SD,0,3.4,0.07042253521126761,0.056338028169014086,13,0.7692307692307693,0,1.0353931432257801
sk.SMER-SD,2012,150,4,SMER-SD,1,3.4,0.11976047904191617,0.11976047904191617,25,0.72,0.2,1.1895061436713317
sk.SMK-MKP,1998,150,5,SMK-MKP,1,6.5,0.8766233766233766,0.18181818181818182,11,0.45454545454545453,0.09090909090909091,1.6447639602230115
sk.SMK-MKP,2006,150,5,SMK-MKP,0,6.5,0.6386554621848739,0.07563025210084033,9,0.7777777777777778,0,0.909636129558824
sk.SNS,1998,150,5,SNS,0,7,0.32786885245901637,0.2786885245901639,5,0.4,0,1.6904729884654124
sk.SNS,2006,150,5,SNS,1,7,0.18840579710144928,0,8,0.125,0.125,1.4455949979019656
sk.SNS,2010,150,3,SNS,0,7,0,0,2,1,0,0
sk.SOP,1998,150,5,SOP,1,3.3,0.9565217391304348,0.17391304347826086,5,0,0.2,1.994960972311426
